Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;28.338;;;;;;;;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
0;1;81;;;;;;-4.6;90;4.6;right;1;4.932787342;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
1;1;80;;;;;;-4.6;90;-4.6;left;1;1.233603707;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
2;1;79;;;;;;4.6;90;-4.6;left;1;1.066657571;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
3;1;78;;;;;;4.6;90;4.6;right;1;0.733789699;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
4;1;77;;;;;;4.6;90;4.6;right;1;0.66696458;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
5;1;76;;;;;;-4.6;0;4.6;right;1;0.766958936;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
6;1;75;;;;;;-4.6;0;4.6;right;1;0.866532865;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
7;1;74;;;;;;4.6;0;-4.6;left;1;0.867072397;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
8;1;73;;;;;;4.6;90;-4.6;left;1;1.983201613;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
9;1;72;;;;;;4.6;90;-4.6;left;1;0.900403405;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
10;1;71;;;;;;-4.6;0;4.6;right;1;1.517838564;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
11;1;70;;;;;;-4.6;0;4.6;right;1;0.750056553;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
12;1;69;;;;;;-4.6;90;4.6;right;1;1.500170437;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
13;1;68;;;;;;-4.6;0;-4.6;left;1;0.900301187;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
14;1;67;;;;;;-4.6;0;-4.6;left;1;0.600246567;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
15;1;66;;;;;;4.6;90;-4.6;left;0;0.550182948;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
16;1;67;;;;;;-4.6;90;4.6;right;0;0.566817786;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
17;1;68;;;;;;-4.6;0;-4.6;left;1;0.567002223;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
18;1;68;;;;;;-4.6;90;4.6;right;0;0.634031333;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
19;1;69;;;;;;-4.6;0;4.6;right;1;0.950259478;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
20;1;69;;;;;;4.6;90;4.6;right;1;0.683661193;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
21;1;69;;;;;;4.6;90;-4.6;left;0;0.633881117;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
22;1;70;;;;;;-4.6;0;4.6;right;1;0.866870628;right;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
23;1;70;;;;;;4.6;0;-4.6;left;1;0.867219058;left;;;;;1;15;2019_Apr_03_1427;Flow_exo_pre;3.0.5;59.99394754
