Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;90;-4.6;left;1;0.800082818;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
1;1;80;;;;0;0;4.6;right;1;0.799816902;right;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
2;1;79;;;;180;0;-4.6;left;1;0.500707244;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
3;1;78;;;;180;90;4.6;right;1;0.566921215;right;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
4;1;77;;;;180;90;-4.6;left;1;0.55057702;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
5;1;76;;;;180;0;4.6;right;1;0.600380199;right;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
6;1;75;;;;0;90;-4.6;left;1;0.617104513;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
7;1;74;;;;0;90;-4.6;left;1;0.60049399;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
8;1;73;;;;180;90;-4.6;left;1;0.750108449;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
9;1;72;;;;0;0;4.6;right;0;1.830912865;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
10;1;73;;;;0;0;-4.6;left;1;0.617084646;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
11;1;73;;;;0;90;4.6;right;0;1.049452951;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
12;1;74;;;;0;90;4.6;right;1;1.016027031;right;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
13;1;74;;;;180;0;-4.6;left;1;0.748820437;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
14;1;74;;;;0;90;-4.6;left;1;0.517333636;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
15;1;73;;;;0;90;4.6;right;1;1.165613672;right;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
16;1;73;;;;180;0;-4.6;left;1;0.5838764;left;;;;;;;3;18;2016_Jan_09_1525;Flow_endo_pre;3.0.5;60.14263427
