Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;0;-4.6;left;1;1.550954043;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
1;1;80;;;;180;90;-4.6;left;1;0.683541125;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
2;1;79;;;;0;0;4.6;right;1;0.550350887;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
3;1;78;;;;180;0;4.6;right;1;0.584836455;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
4;1;77;;;;0;0;-4.6;left;1;0.517802788;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
5;1;76;;;;0;0;4.6;right;1;0.599854254;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
6;1;75;;;;180;90;4.6;right;1;0.667877503;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
7;1;74;;;;0;90;4.6;right;1;0.483487888;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
8;1;73;;;;180;90;4.6;right;1;0.384307578;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
9;1;72;;;;180;0;-4.6;left;1;0.434393252;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
10;1;71;;;;0;90;4.6;right;1;0.31773646;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
11;1;70;;;;0;90;4.6;right;1;0.351244566;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
12;1;69;;;;180;0;4.6;right;1;0.334321784;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
13;1;68;;;;0;90;-4.6;left;0;0.501191281;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
14;1;69;;;;0;90;4.6;right;1;0.31753961;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
15;1;69;;;;180;90;-4.6;left;0;0.519374192;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
16;1;70;;;;0;90;4.6;right;1;0.400229626;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
17;1;70;;;;0;0;4.6;right;1;0.601007716;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
18;1;70;;;;0;0;4.6;right;1;0.434108644;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
19;1;69;;;;180;90;-4.6;left;0;0.384816188;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
20;1;70;;;;180;0;4.6;right;1;0.30128253;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
21;1;70;;;;0;90;4.6;right;1;0.434575556;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
22;1;70;;;;180;0;-4.6;left;0;0.467041716;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
23;1;71;;;;180;90;-4.6;left;0;0.284137201;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
24;1;72;;;;180;90;4.6;right;1;0.367932194;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
25;1;72;;;;180;90;-4.6;left;1;0.482847399;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
26;1;72;;;;0;90;4.6;right;1;0.417936898;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
27;1;71;;;;180;0;4.6;right;1;0.984378076;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
28;1;71;;;;0;0;-4.6;left;1;0.351056928;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
29;1;71;;;;180;90;-4.6;left;1;0.468374573;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
30;1;70;;;;0;0;4.6;right;1;0.317630277;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
31;1;70;;;;0;0;4.6;right;1;0.350905655;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
32;1;70;;;;0;90;-4.6;left;0;0.501241221;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
33;1;71;;;;180;90;-4.6;left;1;0.434290948;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
34;1;71;;;;180;0;4.6;right;0;0.48415165;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
35;1;72;;;;0;90;4.6;right;1;0.667671441;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
36;1;72;;;;180;0;4.6;right;1;0.417830715;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
37;1;72;;;;0;90;4.6;right;1;0.467865964;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
38;1;71;;;;180;90;4.6;right;1;0.368353531;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
39;1;71;;;;180;0;4.6;right;1;0.450975182;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
40;1;71;;;;0;0;4.6;right;1;0.401104298;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
41;1;70;;;;0;90;-4.6;left;0;0.384406488;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
42;1;71;;;;0;0;4.6;right;1;0.451151184;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
43;1;71;;;;180;90;4.6;right;1;0.401470846;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
44;1;71;;;;180;90;-4.6;left;0;0.417552895;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
45;1;72;;;;180;0;-4.6;left;0;0.434694829;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
46;1;73;;;;0;90;-4.6;left;0;0.50109431;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
47;1;74;;;;180;0;-4.6;left;0;0.417463682;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
48;1;75;;;;0;0;-4.6;left;1;0.81773452;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
49;1;75;;;;180;0;4.6;right;1;0.367677162;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
50;1;75;;;;0;90;-4.6;left;0;0.534479749;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
51;1;76;;;;180;90;4.6;right;1;0.551078165;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
52;1;76;;;;180;90;-4.6;left;0;0.468266936;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
53;1;77;;;;0;90;4.6;right;1;0.483766193;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
54;1;77;;;;180;0;4.6;right;1;0.351004564;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
55;1;77;;;;180;90;4.6;right;1;0.517785333;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
56;1;76;;;;0;90;-4.6;left;1;0.867736314;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
57;1;76;;;;0;90;-4.6;left;1;0.683633246;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
58;1;76;;;;180;0;4.6;right;1;0.434525131;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
59;1;75;;;;0;0;-4.6;left;1;0.501296494;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
60;1;75;;;;0;90;4.6;right;1;0.367762011;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
61;1;75;;;;180;0;-4.6;left;1;0.434550344;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
62;1;74;;;;0;0;4.6;right;1;0.351052565;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
63;1;74;;;;180;90;-4.6;left;1;0.366956188;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
64;1;74;;;;180;0;-4.6;left;1;0.335003971;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
65;1;73;;;;0;0;4.6;right;1;0.316955848;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
66;1;73;;;;180;90;-4.6;left;1;0.36791474;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
67;1;73;;;;0;0;4.6;right;1;0.351014261;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
68;1;72;;;;180;0;4.6;right;1;0.367980195;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
69;1;72;;;;180;0;-4.6;left;1;0.451237002;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
70;1;72;;;;180;0;-4.6;left;1;0.43353264;left;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
71;1;71;;;;180;0;4.6;right;1;0.317558034;right;;;;;;;3;115;2019_Apr_12_1216;Flow_endo_pre;3.0.5;60.01810013
