Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;448.401;;;;;;;;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
0;1;81;;;;;;4.6;90;4.6;right;1;0.6019334;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
1;1;80;;;;;;4.6;90;-4.6;left;1;0.6677832;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
2;1;79;;;;;;-4.6;90;-4.6;left;1;0.5516897;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
3;1;78;;;;;;4.6;0;4.6;right;1;0.7356339;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
4;1;77;;;;;;4.6;0;-4.6;left;1;0.6850934;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
5;1;76;;;;;;4.6;90;-4.6;left;1;2.5027844;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
6;1;75;;;;;;4.6;0;4.6;right;1;0.4852094;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
7;1;74;;;;;;4.6;0;4.6;right;1;0.4348618;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
8;1;73;;;;;;-4.6;90;-4.6;left;1;0.3510651;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
9;1;72;;;;;;-4.6;0;4.6;right;1;0.5853844;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
10;1;71;;;;;;4.6;0;-4.6;left;1;0.8351247;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
11;1;70;;;;;;4.6;0;-4.6;left;1;0.802099;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
12;1;69;;;;;;-4.6;0;-4.6;left;1;0.4347402;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
13;1;68;;;;;;4.6;90;4.6;right;1;0.7695586;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
14;1;67;;;;;;-4.6;90;4.6;right;0;0.5847322;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
15;1;68;;;;;;4.6;0;4.6;right;1;0.5848909;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
16;1;68;;;;;;-4.6;0;4.6;right;0;1.1685813;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
17;1;69;;;;;;4.6;90;-4.6;left;1;0.7515376;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
18;1;69;;;;;;-4.6;90;-4.6;left;1;0.6188189;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
19;1;69;;;;;;-4.6;90;-4.6;left;1;0.5689676;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
20;1;68;;;;;;4.6;90;-4.6;left;1;1.1023249;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
21;1;68;;;;;;4.6;90;-4.6;left;1;0.7679792;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
22;1;68;;;;;;-4.6;90;-4.6;left;1;0.5344115;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
23;1;67;;;;;;-4.6;0;4.6;right;0;2.0529766;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
24;1;68;;;;;;-4.6;90;4.6;right;1;1.6699759;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
25;1;68;;;;;;4.6;0;4.6;right;1;1.4530978;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
26;1;68;;;;;;4.6;90;-4.6;left;1;0.668228;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
27;1;67;;;;;;-4.6;90;4.6;right;0;0.5187634;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
28;1;68;;;;;;-4.6;90;4.6;right;0;0.4849621;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
29;1;69;;;;;;-4.6;0;-4.6;left;1;0.5184263;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
30;1;69;;;;;;-4.6;0;-4.6;left;1;0.5009105;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
31;1;69;;;;;;-4.6;90;-4.6;left;1;0.4678047;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
32;1;68;;;;;;4.6;0;-4.6;left;1;1.6697165;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
33;1;68;;;;;;4.6;90;-4.6;left;0;0.4515172;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
34;1;69;;;;;;-4.6;0;4.6;right;0;0.8847083;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
35;1;70;;;;;;-4.6;0;4.6;right;1;0.5691294;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
36;1;70;;;;;;-4.6;90;-4.6;left;1;0.4516377;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
37;1;70;;;;;;4.6;0;4.6;right;1;0.4517732;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
38;1;69;;;;;;4.6;0;4.6;right;1;0.7018814;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
39;1;69;;;;;;4.6;90;-4.6;left;1;0.8182796;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
40;1;69;;;;;;4.6;0;4.6;right;1;1.2023065;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
41;1;68;;;;;;4.6;90;4.6;right;1;1.2858652;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
42;1;68;;;;;;4.6;90;-4.6;left;1;0.93568;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
43;1;68;;;;;;4.6;0;4.6;right;1;0.6351799;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
44;1;67;;;;;;-4.6;90;4.6;right;0;0.5687145;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
45;1;68;;;;;;4.6;90;-4.6;left;1;1.186037;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
46;1;68;;;;;;4.6;0;-4.6;left;1;2.1705321;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
47;1;68;;;;;;4.6;0;-4.6;left;1;0.7847728;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
48;1;67;;;;;;-4.6;90;4.6;right;0;0.6512642;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
49;1;68;;;;;;4.6;90;4.6;right;1;0.5346724;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
50;1;68;;;;;;-4.6;0;4.6;right;1;1.0356555;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
51;1;68;;;;;;4.6;90;-4.6;left;1;2.335281;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
52;1;67;;;;;;-4.6;0;4.6;right;1;1.3023672;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
53;1;67;;;;;;-4.6;0;4.6;right;0;1.0858072;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
54;1;68;;;;;;4.6;90;4.6;right;1;0.41771;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
55;1;68;;;;;;-4.6;90;4.6;right;0;1.0520067;left;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
56;1;69;;;;;;-4.6;90;4.6;right;1;0.9018991;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
57;1;69;;;;;;-4.6;0;4.6;right;1;1.1017633;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
58;1;69;;;;;;4.6;90;4.6;right;1;1.7198596;right;;;;;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
;;;0;1;81;;;;0;4.6;right;;;;0;1;0.8013805;right;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
;;;1;1;80;;;;90;-4.6;left;;;;180;1;1.1355711;left;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
;;;2;1;79;;;;0;4.6;right;;;;0;1;0.5671687;right;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
;;;3;1;78;;;;90;-4.6;left;;;;180;1;0.5518163;left;2;161;2019_Apr_05_1404;Flow_exo_pre;3.0.5;59.96131295
