Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Friday;9.616;;;;;;;;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
0;1;81;;;;;;-4.6;90;-4.6;left;1;0.370142956;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
1;1;80;;;;;;4.6;0;-4.6;left;0;1.0977679;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
2;1;81;;;;;;-4.6;90;4.6;right;0;1.097945403;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
3;1;82;;;;;;4.6;90;-4.6;left;0;1.099422248;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
4;1;83;;;;;;4.6;90;4.6;right;0;1.09847729;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
5;1;84;;;;;;-4.6;0;4.6;right;1;1.099030599;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
6;1;84;;;;;;4.6;0;-4.6;left;0;1.099273707;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
7;1;85;;;;;;-4.6;90;4.6;right;1;1.099343359;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
8;1;85;;;;;;-4.6;0;-4.6;left;1;1.099474383;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
9;1;85;;;;;;4.6;90;-4.6;left;1;1.099903537;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
10;1;84;;;;;;-4.6;0;-4.6;left;0;1.098586922;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
11;1;85;;;;;;-4.6;90;-4.6;left;1;1.099697702;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
12;1;85;;;;;;4.6;90;4.6;right;0;1.099898033;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
13;1;86;;;;;;4.6;0;-4.6;left;0;1.09949505;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
14;1;87;;;;;;4.6;90;4.6;right;0;1.098388049;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
15;1;88;;;;;;-4.6;90;-4.6;left;0;1.101766842;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
16;1;89;;;;;;4.6;90;4.6;right;0;1.096851445;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
17;1;90;;;;;;-4.6;0;4.6;right;1;1.099088804;right;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
18;1;90;;;;;;-4.6;90;4.6;right;0;1.098524767;left;;;;;1;173;2019_Apr_03_1413;Flow_exo_pre;3.0.6;60.30913352
