Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;cueOri;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress.rt;keyPress.rl;cueExoPos;Stair2.response;keyPress_2.rt;keyPress_2.rl;Time_pas_Ans.response;Time_pas_Ans.rt;Session;Participant;date;expName;psychopyVersion;frameRate
0;1;81;;;;0;0;-4.6;left;1;0.733450703;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
1;1;80;;;;0;90;-4.6;left;1;0.600582213;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
2;1;79;;;;0;0;-4.6;left;1;0.53457334;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
3;1;78;;;;180;90;4.6;right;1;0.484930735;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
4;1;77;;;;0;90;-4.6;left;1;0.816654392;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
5;1;76;;;;180;90;4.6;right;0;1.094701346;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
6;1;77;;;;0;0;-4.6;left;1;0.600972137;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
7;1;77;;;;0;0;-4.6;left;1;0.800052854;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
8;1;77;;;;0;0;4.6;right;1;0.981614903;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
9;1;76;;;;0;90;4.6;right;1;0.782130341;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
10;1;76;;;;180;0;-4.6;left;1;0.417469354;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
11;1;76;;;;0;90;-4.6;left;1;0.600284514;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
12;1;75;;;;0;90;4.6;right;1;0.551096197;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
13;1;75;;;;0;0;-4.6;left;1;0.866385102;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
14;1;75;;;;0;90;4.6;right;1;0.58384113;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
15;1;74;;;;180;90;-4.6;left;1;0.583794279;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
16;1;74;;;;180;0;4.6;right;1;0.948335294;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
17;1;74;;;;0;0;-4.6;left;0;0.783908691;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
18;1;75;;;;180;90;4.6;right;1;0.733838729;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
19;1;75;;;;0;90;-4.6;left;1;0.6324517;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
20;1;75;;;;180;0;-4.6;left;0;0.782099311;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
21;1;76;;;;0;90;-4.6;left;1;1.249167528;left;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
22;1;76;;;;0;0;4.6;right;1;1.214360113;right;;;;;;;2;19;2016_Jan_04_1536;Flow_endo_pre;3.0.5;60.143578
