Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair3.thisTrialN,Stair3.stepSize,Stair3.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair3.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.875845433,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,1,1,80,,,,,,,,,,,,4.6,90,-4.6,left,1,1.357707647,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,2,1,79,,,,,,,,,,,,-4.6,0,4.6,right,1,1.271045117,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,3,1,78,,,,,,,,,,,,-4.6,90,4.6,right,1,1.391014848,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,4,1,77,,,,,,,,,,,,4.6,90,4.6,right,1,1.708918498,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,5,1,76,,,,,,,,,,,,4.6,0,-4.6,left,1,1.574414444,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,6,1,75,,,,,,,,,,,,-4.6,0,4.6,right,1,1.423455682,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,7,1,74,,,,,,,,,,,,4.6,0,4.6,right,1,1.606753927,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,8,1,73,,,,,,,,,,,,4.6,90,4.6,right,1,1.422005313,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,9,1,72,,,,,,,,,,,,-4.6,90,4.6,right,1,1.372905879,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,10,1,71,,,,,,,,,,,,4.6,90,-4.6,left,1,1.406630712,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,11,1,70,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.439802404,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,12,1,69,,,,,,,,,,,,4.6,0,4.6,right,1,1.371235012,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,13,1,68,,,,,,,,,,,,4.6,90,4.6,right,1,1.256740956,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,14,1,67,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.458156869,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,15,1,66,,,,,,,,,,,,4.6,0,-4.6,left,1,1.608496965,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,16,1,65,,,,,,,,,,,,-4.6,0,4.6,right,1,2.174868582,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,17,1,65,,,,,,,,,,,,-4.6,90,4.6,right,0,1.774512642,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,18,1,66,,,,,,,,,,,,4.6,0,4.6,right,1,1.522240224,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,19,1,66,,,,,,,,,,,,-4.6,90,4.6,right,1,2.07730238,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,20,1,66,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.607851729,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,21,1,65,,,,,,,,,,,,4.6,0,4.6,right,0,1.925312935,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,22,1,66,,,,,,,,,,,,4.6,90,4.6,right,1,2.076499317,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,23,1,66,,,,,,,,,,,,-4.6,0,4.6,right,1,1.558259236,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,24,1,66,,,,,,,,,,,,-4.6,90,4.6,right,0,1.574641426,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,25,1,67,,,,,,,,,,,,4.6,0,-4.6,left,1,1.573855962,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,26,1,67,,,,,,,,,,,,-4.6,0,4.6,right,1,1.575106991,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,27,1,67,,,,,,,,,,,,4.6,90,4.6,right,1,1.541196747,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,28,1,66,,,,,,,,,,,,-4.6,90,4.6,right,1,1.53893342,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,29,1,66,,,,,,,,,,,,4.6,90,4.6,right,0,1.690373255,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,30,1,67,,,,,,,,,,,,4.6,0,4.6,right,1,1.507900593,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,31,1,67,,,,,,,,,,,,4.6,0,-4.6,left,1,1.575428732,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,32,1,67,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.558665115,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,33,1,66,,,,,,,,,,,,-4.6,0,4.6,right,1,1.590441378,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,34,1,66,,,,,,,,,,,,4.6,0,4.6,right,1,1.541476233,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,35,1,66,,,,,,,,,,,,4.6,0,4.6,right,0,2.124991508,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,36,1,67,,,,,,,,,,,,4.6,90,-4.6,left,1,1.439287038,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,37,1,67,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.507812722,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,38,1,67,,,,,,,,,,,,4.6,90,4.6,right,1,1.575017694,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,39,1,66,,,,,,,,,,,,4.6,90,-4.6,left,0,1.708164571,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,40,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,1,1.524982858,left,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
,41,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,0,2.074354479,right,,,,,,,,,3,22,2019_Apr_10_1726,Flow_exo_post,3.0.5,59.96035229,
