Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
27,1,71,,,,,,4.6,90,-4.6,left,0,1.2031705099998362,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
28,1,72,,,,,,-4.6,90,-4.6,left,1,0.8859191259998624,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
29,1,72,,,,,,-4.6,90,4.6,right,1,0.9188537790000737,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
30,1,72,,,,,,-4.6,90,-4.6,left,1,0.5701553570002034,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
31,1,71,,,,,,4.6,90,4.6,right,1,0.5840736119998837,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
32,1,71,,,,,,-4.6,0,-4.6,left,1,0.7034877850001067,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
33,1,71,,,,,,-4.6,0,-4.6,left,1,0.6840919750002286,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
34,1,70,,,,,,4.6,0,4.6,right,0,1.985215622999931,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
35,1,71,,,,,,4.6,90,-4.6,left,0,0.6688636109997788,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
36,1,72,,,,,,-4.6,0,-4.6,left,1,0.6672861699998975,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
37,1,72,,,,,,-4.6,0,-4.6,left,1,0.5526562719996946,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
38,1,72,,,,,,4.6,0,4.6,right,1,0.6004584829997839,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
39,1,71,,,,,,4.6,0,4.6,right,1,0.7695297799996297,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
40,1,71,,,,,,-4.6,90,-4.6,left,1,0.46990473799996835,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
41,1,71,,,,,,4.6,0,-4.6,left,0,1.369469527000092,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
42,1,72,,,,,,4.6,90,-4.6,left,0,1.333983599000021,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
43,1,73,,,,,,-4.6,90,4.6,right,0,1.3008945669998866,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
44,1,74,,,,,,4.6,90,-4.6,left,0,1.0704476310002065,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
45,1,75,,,,,,-4.6,90,-4.6,left,1,0.816906642000049,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
46,1,75,,,,,,4.6,0,-4.6,left,0,3.2199701129998175,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
47,1,76,,,,,,4.6,0,4.6,right,0,0.6695429989999866,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
48,1,77,,,,,,-4.6,90,4.6,right,1,1.7034301230000892,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
49,1,77,,,,,,-4.6,0,4.6,right,1,1.2673933269998088,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
50,1,77,,,,,,-4.6,90,4.6,right,1,0.9365448080002352,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
51,1,76,,,,,,4.6,90,-4.6,left,1,2.468594076000045,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
52,1,76,,,,,,-4.6,0,4.6,right,1,1.7006203209998603,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
53,1,76,,,,,,4.6,0,-4.6,left,0,0.7200245419999192,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
54,1,77,,,,,,-4.6,90,4.6,right,1,0.8503813709999122,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
55,1,77,,,,,,4.6,0,4.6,right,1,0.6007334959999753,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
56,1,77,,,,,,4.6,90,-4.6,left,0,0.7031643919999624,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
57,1,78,,,,,,4.6,90,4.6,right,1,0.8687021420000747,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
58,1,78,,,,,,4.6,0,4.6,right,1,1.4673410099999273,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
59,1,78,,,,,,4.6,0,-4.6,left,1,1.6199293220001891,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
60,1,77,,,,,,4.6,0,4.6,right,1,0.8531877620002888,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
61,1,77,,,,,,4.6,90,4.6,right,1,0.9019584910001868,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
62,1,77,,,,,,-4.6,90,4.6,right,1,0.8364645480000945,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
63,1,76,,,,,,4.6,90,-4.6,left,1,1.1673461899999893,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
64,1,76,,,,,,4.6,0,4.6,right,1,0.5033368910003446,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
65,1,76,,,,,,4.6,0,-4.6,left,1,1.5029538229996433,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
66,1,75,,,,,,4.6,90,4.6,right,1,0.48503902899983586,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
67,1,75,,,,,,-4.6,90,4.6,right,0,1.6340212430000065,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
68,1,76,,,,,,4.6,0,4.6,right,1,0.4674379989996851,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
69,1,76,,,,,,4.6,0,4.6,right,1,0.7030324679999467,right,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
70,1,76,,,,,,-4.6,90,-4.6,left,1,0.5839071720001812,left,,,,,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,0,1,81,,,,90,-4.6,left,,,,0,1,1.1528327840001111,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,1,1,80,,,,0,4.6,right,,,,180,1,1.002327504999812,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,2,1,79,,,,90,4.6,right,,,,0,1,0.7006421470000532,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,3,1,78,,,,0,-4.6,left,,,,0,1,1.136380007000298,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,4,1,77,,,,0,4.6,right,,,,180,1,1.5006990920001044,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,5,1,76,,,,90,-4.6,left,,,,0,1,0.6035288989996843,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,6,1,75,,,,0,4.6,right,,,,0,1,0.9192424939997181,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,7,1,74,,,,0,4.6,right,,,,180,1,1.3365484430000834,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,8,1,73,,,,0,-4.6,left,,,,0,1,1.1532109330000822,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,9,1,72,,,,0,-4.6,left,,,,180,1,0.6193506089998664,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,10,1,71,,,,0,4.6,right,,,,0,1,0.886673600999984,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,11,1,70,,,,0,-4.6,left,,,,0,1,0.7192681320002521,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,12,1,69,,,,0,4.6,right,,,,0,1,0.7360709139998107,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,13,1,68,,,,90,4.6,right,,,,0,1,0.6196651300001577,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,14,1,67,,,,0,4.6,right,,,,180,1,0.6528495070001554,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,15,1,66,,,,90,4.6,right,,,,180,1,1.2197067030001563,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,16,1,65,,,,90,4.6,right,,,,180,0,1.6671765630003392,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,17,1,66,,,,90,4.6,right,,,,0,0,0.7363181539999459,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,18,1,67,,,,0,4.6,right,,,,0,1,1.119707809999909,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,19,1,67,,,,0,4.6,right,,,,0,1,0.984049387000141,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,20,1,67,,,,90,4.6,right,,,,0,1,1.3342281360000925,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,21,1,66,,,,0,-4.6,left,,,,180,0,1.2337826729999506,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,22,1,67,,,,0,4.6,right,,,,0,1,0.9197939430000588,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,23,1,67,,,,90,-4.6,left,,,,180,1,0.7173545949999607,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,24,1,67,,,,0,-4.6,left,,,,180,1,0.7687999009999658,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,25,1,66,,,,0,4.6,right,,,,0,0,0.6359095679999882,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,26,1,67,,,,90,-4.6,left,,,,180,1,0.61734872299985,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,27,1,67,,,,90,-4.6,left,,,,0,1,0.6861197950001952,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,28,1,67,,,,90,4.6,right,,,,180,0,0.8006096619997152,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,29,1,68,,,,90,4.6,right,,,,0,0,0.652292352999666,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,30,1,69,,,,0,4.6,right,,,,180,1,0.686389491999762,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,31,1,69,,,,90,4.6,right,,,,0,0,0.8176386239997555,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,32,1,70,,,,0,-4.6,left,,,,0,1,1.0530923199999052,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,33,1,70,,,,0,4.6,right,,,,180,0,1.253325471000153,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,34,1,71,,,,0,-4.6,left,,,,0,1,0.7336569870003586,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,35,1,71,,,,0,-4.6,left,,,,180,1,1.3031369370000903,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,36,1,71,,,,90,-4.6,left,,,,0,1,0.5852079900000717,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,37,1,70,,,,90,-4.6,left,,,,180,1,0.6859771419999561,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,38,1,70,,,,0,-4.6,left,,,,180,1,0.5865990250003961,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,39,1,70,,,,90,-4.6,left,,,,0,1,0.8005516840003111,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,40,1,69,,,,90,-4.6,left,,,,180,1,0.618721535000077,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,41,1,69,,,,0,4.6,right,,,,180,0,1.7698486669996782,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,42,1,70,,,,0,-4.6,left,,,,0,1,0.6507010989998889,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,43,1,70,,,,90,4.6,right,,,,0,0,1.0529541800001425,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,44,1,71,,,,90,-4.6,left,,,,0,1,0.7674065739997786,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,45,1,71,,,,0,4.6,right,,,,0,0,1.2002995590000864,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,46,1,72,,,,90,4.6,right,,,,180,1,1.8190512930000295,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,47,1,72,,,,90,-4.6,left,,,,180,1,0.8360035619998598,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,48,1,72,,,,0,4.6,right,,,,180,1,1.0026715730000433,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,49,1,71,,,,90,-4.6,left,,,,180,1,0.9530528309996953,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,50,1,71,,,,90,-4.6,left,,,,0,1,0.6026177069998084,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,51,1,71,,,,90,-4.6,left,,,,180,1,0.9032903349998378,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,52,1,70,,,,0,4.6,right,,,,180,0,0.6360484209999413,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,53,1,71,,,,90,-4.6,left,,,,0,1,0.5527650449998873,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,54,1,71,,,,90,-4.6,left,,,,0,1,0.6368020290001368,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,55,1,71,,,,90,4.6,right,,,,180,0,1.919245896999655,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,56,1,72,,,,0,-4.6,left,,,,180,1,0.6191313260001152,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,57,1,72,,,,0,4.6,right,,,,180,0,1.8341273820001334,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,58,1,73,,,,90,4.6,right,,,,0,1,0.9869684440000128,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,59,1,73,,,,0,-4.6,left,,,,180,1,0.652695187000063,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,60,1,73,,,,0,-4.6,left,,,,180,1,0.7533134330001303,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,61,1,72,,,,90,-4.6,left,,,,0,1,0.7367875390000336,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,62,1,72,,,,90,4.6,right,,,,0,0,1.0699442210002417,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,63,1,73,,,,0,-4.6,left,,,,0,1,0.6532578609999291,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,64,1,73,,,,0,4.6,right,,,,0,1,1.936584891000166,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,65,1,73,,,,0,-4.6,left,,,,180,1,0.5358933010002147,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,66,1,72,,,,90,-4.6,left,,,,0,1,0.5172995030002312,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,67,1,72,,,,90,4.6,right,,,,0,1,1.9361953960001301,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,68,1,72,,,,90,-4.6,left,,,,0,1,0.5197587640000165,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,69,1,71,,,,0,-4.6,left,,,,180,1,0.5365992710003411,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,70,1,71,,,,90,-4.6,left,,,,0,1,0.5844229289996292,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,71,1,71,,,,0,-4.6,left,,,,180,1,0.48363645100016583,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,72,1,70,,,,0,-4.6,left,,,,0,1,0.6033133589999125,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,73,1,70,,,,0,-4.6,left,,,,180,1,0.569849542999691,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,74,1,70,,,,0,-4.6,left,,,,0,1,0.4839313470001798,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,75,1,69,,,,0,-4.6,left,,,,0,1,0.4673149079999348,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,76,1,69,,,,0,4.6,right,,,,0,0,2.152836994000154,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,77,1,70,,,,0,-4.6,left,,,,180,1,0.5860523789997387,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,78,1,70,,,,0,4.6,right,,,,180,0,0.6522327450002194,left,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,79,1,71,,,,0,4.6,right,,,,0,1,0.5524473359996591,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,80,1,71,,,,0,4.6,right,,,,0,1,1.0859420829997362,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
,,,81,1,71,,,,90,4.6,right,,,,0,1,0.6832733029996234,right,003,25,2019_Apr_10_1551,Flow_exo_pre,3.0.5,60.025821187454184,
