Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,4.6,90,4.6,right,1,0.352772975,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,1,1,80,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.487563806,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,2,1,79,,,,,,,,,,,,4.6,90,4.6,right,1,0.469276424,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,3,1,78,,,,,,,,,,,,4.6,0,-4.6,left,0,0.339341357,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,4,1,79,,,,,,,,,,,,4.6,0,-4.6,left,1,0.502110966,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,5,1,79,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.351850739,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,6,1,79,,,,,,,,,,,,4.6,90,4.6,right,1,0.321199788,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,7,1,78,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.103399257,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,8,1,78,,,,,,,,,,,,4.6,90,4.6,right,0,1.100642866,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,9,1,79,,,,,,,,,,,,-4.6,90,4.6,right,0,0.485698932,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,10,1,80,,,,,,,,,,,,4.6,90,4.6,right,1,0.404724499,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,11,1,80,,,,,,,,,,,,-4.6,0,4.6,right,1,0.534947749,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,12,1,80,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.554907496,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,13,1,79,,,,,,,,,,,,4.6,90,4.6,right,1,0.439804588,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,14,1,79,,,,,,,,,,,,4.6,90,4.6,right,1,0.523093647,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,15,1,79,,,,,,,,,,,,-4.6,0,-4.6,left,0,0.802068035,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,16,1,80,,,,,,,,,,,,4.6,0,4.6,right,1,0.607470281,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,17,1,80,,,,,,,,,,,,4.6,90,-4.6,left,1,0.422295363,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,18,1,80,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.357039691,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,19,1,79,,,,,,,,,,,,4.6,90,-4.6,left,0,0.31426992,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,20,1,80,,,,,,,,,,,,4.6,90,-4.6,left,0,0.386885838,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,21,1,81,,,,,,,,,,,,-4.6,0,4.6,right,0,0.204355272,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,22,1,82,,,,,,,,,,,,-4.6,90,4.6,right,1,0.486870676,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,23,1,82,,,,,,,,,,,,-4.6,90,4.6,right,1,0.41965358,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,24,1,82,,,,,,,,,,,,4.6,90,4.6,right,1,0.40293147,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,25,1,81,,,,,,,,,,,,-4.6,0,4.6,right,1,0.438126274,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,26,1,81,,,,,,,,,,,,4.6,90,-4.6,left,1,0.400481627,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,27,1,81,,,,,,,,,,,,4.6,0,4.6,right,1,0.451255272,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,28,1,80,,,,,,,,,,,,4.6,0,4.6,right,1,0.2672108,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,29,1,80,,,,,,,,,,,,-4.6,90,4.6,right,1,0.303294175,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,30,1,80,,,,,,,,,,,,4.6,0,4.6,right,0,0.28573301,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,31,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.286556703,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,32,1,81,,,,,,,,,,,,4.6,0,-4.6,left,0,0.837912792,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,33,1,82,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.522910966,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,34,1,82,,,,,,,,,,,,-4.6,0,4.6,right,1,0.48354945,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,35,1,82,,,,,,,,,,,,4.6,0,-4.6,left,1,0.454707957,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,36,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.300139037,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,37,1,81,,,,,,,,,,,,4.6,90,4.6,right,1,0.169911967,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,38,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.439720814,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,39,1,80,,,,,,,,,,,,4.6,0,4.6,right,1,0.185913737,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,40,1,80,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.385133281,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,41,1,80,,,,,,,,,,,,-4.6,90,4.6,right,1,0.420938862,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,42,1,79,,,,,,,,,,,,-4.6,0,4.6,right,0,0.403409866,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,43,1,80,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.40645698,left,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
,44,1,80,,,,,,,,,,,,4.6,90,4.6,right,1,0.63605772,right,,,,,,,,,3,102,2019_Apr_12_1438,Flow_exo_post,3.0.5,59.19806127,
