Stair.thisTrialN;Stair.stepSize;Stair.intensity;Stair2.thisTrialN;Stair2.stepSize;Stair2.intensity;Time_pas_Ans.response;Time_pas_Ans.rt;cueExoPos;targetXOri;targetXPos;CorrectAns;Stair.response;keyPress_2.rt;keyPress_2.rl;cueOri;Stair2.response;keyPress.rt;keyPress.rl;Session;Participant;date;expName;psychopyVersion;frameRate
;;;;;;Monday;23.419;;;;;;;;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
0;1;81;;;;;;4.6;90;4.6;right;1;0.568704268;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
1;1;80;;;;;;4.6;90;4.6;right;1;0.602689791;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
2;1;79;;;;;;-4.6;90;4.6;right;1;0.686240667;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
3;1;78;;;;;;-4.6;0;4.6;right;1;0.78817978;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
4;1;77;;;;;;-4.6;0;4.6;right;1;0.551059429;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
5;1;76;;;;;;4.6;0;-4.6;left;1;0.517696031;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
6;1;75;;;;;;4.6;90;4.6;right;1;0.551702783;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
7;1;74;;;;;;4.6;0;4.6;right;1;0.623779141;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
8;1;73;;;;;;-4.6;90;4.6;right;1;0.539587581;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
9;1;72;;;;;;-4.6;0;-4.6;left;1;0.585355557;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
10;1;71;;;;;;-4.6;90;4.6;right;1;0.539123206;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
11;1;70;;;;;;-4.6;0;4.6;right;1;0.620049389;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
12;1;69;;;;;;-4.6;0;4.6;right;1;0.587015998;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
13;1;68;;;;;;4.6;0;4.6;right;1;0.687090396;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
14;1;67;;;;;;-4.6;90;-4.6;left;1;0.588002037;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
15;1;66;;;;;;4.6;90;-4.6;left;1;0.756803337;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
16;1;65;;;;;;-4.6;90;4.6;right;0;0.689788081;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
17;1;66;;;;;;4.6;0;4.6;right;1;1.019778227;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
18;1;66;;;;;;-4.6;90;-4.6;left;1;0.986979052;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
19;1;66;;;;;;-4.6;0;4.6;right;1;1.2236106;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
20;1;65;;;;;;4.6;90;-4.6;left;0;0.97125295;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
21;1;66;;;;;;-4.6;0;4.6;right;1;0.771212214;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
22;1;66;;;;;;4.6;0;-4.6;left;0;1.523622026;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
23;1;67;;;;;;4.6;90;-4.6;left;0;0.800805958;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
24;1;68;;;;;;4.6;90;-4.6;left;0;1.461172543;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
25;1;69;;;;;;4.6;90;-4.6;left;1;0.95846582;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
26;1;69;;;;;;4.6;0;4.6;right;1;1.155317506;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
27;1;69;;;;;;4.6;0;4.6;right;1;0.606627231;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
28;1;68;;;;;;4.6;90;4.6;right;1;1.221008984;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
29;1;68;;;;;;4.6;90;-4.6;left;1;0.735320065;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
30;1;68;;;;;;4.6;0;4.6;right;1;0.789378494;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
31;1;67;;;;;;-4.6;0;-4.6;left;1;1.005703396;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
32;1;67;;;;;;-4.6;90;4.6;right;0;0.922071691;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
33;1;68;;;;;;4.6;0;4.6;right;1;1.208364342;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
34;1;68;;;;;;4.6;90;4.6;right;1;0.791269618;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
35;1;68;;;;;;4.6;0;4.6;right;1;0.904666767;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
36;1;67;;;;;;4.6;0;-4.6;left;1;0.936237248;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
37;1;67;;;;;;4.6;90;4.6;right;0;1.338783889;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
38;1;68;;;;;;-4.6;0;-4.6;left;1;0.870879427;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
39;1;68;;;;;;4.6;90;4.6;right;0;1.087494922;left;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
40;1;69;;;;;;-4.6;0;4.6;right;1;0.867722868;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
41;1;69;;;;;;4.6;0;-4.6;left;0;0.76943239;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
42;1;70;;;;;;-4.6;90;4.6;right;1;1.191178092;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
43;1;70;;;;;;4.6;90;4.6;right;1;0.991043366;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
44;1;70;;;;;;-4.6;0;4.6;right;1;0.669125831;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
45;1;69;;;;;;4.6;90;4.6;right;1;0.686727344;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
46;1;69;;;;;;-4.6;0;4.6;right;1;0.671397501;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
47;1;69;;;;;;-4.6;90;-4.6;left;0;0.683721227;right;;;;;3;72;2019_Apr_01_1326;Flow_exo_pre;3.0.5;59.14005045
