Questions,Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,controlQ.thisRepN,controlQ.thisTrialN,controlQ.thisN,controlQ.thisIndex,Qs.thisRepN,Qs.thisTrialN,Qs.thisN,Qs.thisIndex,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,key_start.keys,key_start.rt,Quest_Ans.response,Quest_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
,0,1,81,,,,,,,,,,,,-4.6,0,-4.6,left,1,1.525388789,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,1,1,80,,,,,,,,,,,,4.6,90,4.6,right,1,0.702962659,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,2,1,79,,,,,,,,,,,,4.6,0,-4.6,left,1,0.773201049,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,3,1,78,,,,,,,,,,,,-4.6,90,4.6,right,1,0.603803545,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,4,1,77,,,,,,,,,,,,4.6,0,-4.6,left,1,0.584417953,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,5,1,76,,,,,,,,,,,,4.6,0,4.6,right,1,0.570437312,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,6,1,75,,,,,,,,,,,,4.6,90,-4.6,left,1,0.5523409,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,7,1,74,,,,,,,,,,,,-4.6,90,4.6,right,1,0.571414885,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,8,1,73,,,,,,,,,,,,4.6,90,-4.6,left,1,0.802950629,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,9,1,72,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.657352352,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,10,1,71,,,,,,,,,,,,-4.6,90,4.6,right,1,0.869376126,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,11,1,70,,,,,,,,,,,,-4.6,90,4.6,right,1,1.509919885,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,12,1,69,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.787396013,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,13,1,68,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.656167629,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,14,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,1,0.790940584,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,15,1,66,,,,,,,,,,,,4.6,0,4.6,right,1,0.834836346,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,16,1,65,,,,,,,,,,,,4.6,0,-4.6,left,0,0.93890093,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,17,1,66,,,,,,,,,,,,-4.6,0,4.6,right,0,1.839021507,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,18,1,67,,,,,,,,,,,,-4.6,90,-4.6,left,0,1.759832747,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,19,1,68,,,,,,,,,,,,-4.6,0,-4.6,left,1,0.720179161,left,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,20,1,68,,,,,,,,,,,,-4.6,90,-4.6,left,0,1.440801477,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,21,1,69,,,,,,,,,,,,-4.6,0,4.6,right,1,0.820187972,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
,22,1,69,,,,,,,,,,,,4.6,0,4.6,right,1,0.755716447,right,,,,,,,,,1,122,2019_Apr_01_1509,Flow_exo_post,3.0.5,59.35684791,
