Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
25,1,71,,,,0,0,4.6,right,1,1.103331599966623,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
26,1,71,,,,180,0,4.6,right,1,1.2856711000204086,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
27,1,70,,,,0,0,4.6,right,1,1.6533057000488043,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
28,1,70,,,,180,90,-4.6,left,1,2.1201026000780985,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
29,1,70,,,,180,90,4.6,right,1,1.7525459999451414,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
30,1,69,,,,180,90,4.6,right,1,1.185770499985665,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
31,1,69,,,,180,90,4.6,right,1,2.8375418999930844,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
32,1,69,,,,180,0,4.6,right,1,1.2695850000018254,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
33,1,68,,,,180,90,4.6,right,0,1.2022052999818698,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
34,1,69,,,,180,90,-4.6,left,1,3.9549124999903142,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
35,1,69,,,,0,90,-4.6,left,0,3.8717851999681443,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
36,1,70,,,,0,0,4.6,right,1,0.885635899961926,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
37,1,70,,,,180,0,4.6,right,1,0.9522738000378013,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
38,1,70,,,,180,90,-4.6,left,1,0.9188216000329703,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
39,1,69,,,,0,90,4.6,right,1,2.903919699951075,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
40,1,69,,,,180,0,-4.6,left,0,1.1198784000007436,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
41,1,70,,,,0,0,-4.6,left,1,0.868618999957107,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
42,1,70,,,,0,90,-4.6,left,1,2.3706269999966025,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
43,1,70,,,,0,90,-4.6,left,0,1.618981200037524,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
44,1,71,,,,0,0,4.6,right,1,1.4855801000958309,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
45,1,71,,,,0,0,-4.6,left,0,1.2856832999968901,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
46,1,72,,,,180,0,4.6,right,0,1.2847909999545664,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
47,1,73,,,,0,90,4.6,right,1,1.1184347999515012,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
48,1,73,,,,0,90,-4.6,left,1,0.6690061000408605,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
49,1,73,,,,0,0,4.6,right,1,0.8520398999098688,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
50,1,72,,,,180,0,-4.6,left,1,1.0855697999941185,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
51,1,72,,,,180,0,-4.6,left,0,0.8354521999135613,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
52,1,73,,,,180,90,-4.6,left,1,0.7677315000910312,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
53,1,73,,,,0,90,4.6,right,1,0.8689103000797331,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
54,1,73,,,,0,0,-4.6,left,1,1.168887099949643,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
55,1,72,,,,180,90,-4.6,left,1,1.7698327000252903,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
56,1,72,,,,180,0,4.6,right,1,0.9689448000863194,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
57,1,72,,,,0,90,4.6,right,0,2.269078699988313,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
58,1,73,,,,180,90,-4.6,left,1,2.253615399939008,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
59,1,73,,,,180,90,-4.6,left,1,1.1191435999935493,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
60,1,73,,,,180,0,4.6,right,0,1.4530940999975428,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
61,1,74,,,,0,0,-4.6,left,0,1.4696848000166938,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
62,1,75,,,,180,90,4.6,right,1,1.9204042999772355,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
63,1,75,,,,180,0,4.6,right,1,1.6190679999999702,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
64,1,75,,,,0,0,-4.6,left,0,2.7542032999917865,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
65,1,76,,,,180,0,4.6,right,0,0.8185652999673039,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
66,1,77,,,,0,90,4.6,right,1,1.0021730000153184,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
67,1,77,,,,180,90,4.6,right,1,1.1527995999203995,right,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
68,1,77,,,,0,0,-4.6,left,1,1.6015360000310466,left,,,,,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,0,1,81,,0,-4.6,left,,,,4.6,1,2.1201865000184625,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,1,1,80,,90,4.6,right,,,,4.6,1,0.7348466999828815,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,2,1,79,,90,-4.6,left,,,,-4.6,1,0.6855170000344515,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,3,1,78,,0,4.6,right,,,,-4.6,1,1.1523584000533447,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,4,1,77,,90,4.6,right,,,,-4.6,1,0.8683757999679074,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,5,1,76,,90,4.6,right,,,,-4.6,1,0.7185516000026837,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,6,1,75,,0,-4.6,left,,,,-4.6,1,0.9688331000506878,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,7,1,74,,0,-4.6,left,,,,4.6,1,5.723219000035897,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,8,1,73,,0,-4.6,left,,,,-4.6,1,0.7016417999984697,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,9,1,72,,90,-4.6,left,,,,-4.6,1,0.9345255000516772,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,10,1,71,,0,-4.6,left,,,,4.6,0,0.9024192999349907,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,11,1,72,,90,4.6,right,,,,-4.6,1,1.3692986000096425,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,12,1,72,,0,4.6,right,,,,-4.6,0,0.8848622000077739,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,13,1,73,,0,-4.6,left,,,,-4.6,1,1.135190200060606,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,14,1,73,,0,-4.6,left,,,,4.6,1,1.785879599978216,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,15,1,73,,90,-4.6,left,,,,4.6,1,1.4360372999217361,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,16,1,72,,90,-4.6,left,,,,-4.6,1,1.185730900033377,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,17,1,72,,90,4.6,right,,,,4.6,1,1.035369100049138,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,18,1,72,,0,4.6,right,,,,4.6,1,1.0522614000365138,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,19,1,71,,90,4.6,right,,,,-4.6,1,1.035784799954854,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,20,1,71,,0,-4.6,left,,,,4.6,0,0.8688540000002831,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,21,1,72,,90,-4.6,left,,,,4.6,0,0.8019444999517873,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,22,1,73,,90,4.6,right,,,,-4.6,1,0.9690229999832809,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,23,1,73,,90,-4.6,left,,,,4.6,1,1.1024519000202417,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,24,1,73,,0,4.6,right,,,,-4.6,0,0.869148200028576,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,25,1,74,,90,-4.6,left,,,,4.6,1,1.6018629000755027,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,26,1,74,,0,4.6,right,,,,4.6,1,0.7682937000645325,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,27,1,74,,90,-4.6,left,,,,4.6,1,1.3692284000571817,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,28,1,73,,0,-4.6,left,,,,4.6,0,0.734710399992764,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,29,1,74,,90,-4.6,left,,,,4.6,1,0.985222400049679,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,30,1,74,,90,4.6,right,,,,-4.6,1,0.8009922000346705,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,31,1,74,,90,4.6,right,,,,4.6,1,1.1189209000440314,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,32,1,73,,0,4.6,right,,,,-4.6,1,0.9179753999924287,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,33,1,73,,90,4.6,right,,,,-4.6,1,1.1180048000533134,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,34,1,73,,0,4.6,right,,,,-4.6,1,1.9534432999789715,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,35,1,72,,90,4.6,right,,,,4.6,1,1.569258900010027,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,36,1,72,,0,-4.6,left,,,,-4.6,1,1.2354537999490276,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,37,1,72,,0,4.6,right,,,,4.6,1,3.2381359999999404,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,38,1,71,,90,4.6,right,,,,4.6,1,1.0186093000229448,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,39,1,71,,0,-4.6,left,,,,-4.6,0,0.8683287999592721,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,40,1,72,,90,-4.6,left,,,,-4.6,1,0.6848893000278622,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,41,1,72,,0,-4.6,left,,,,-4.6,1,0.7186653000535443,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,42,1,72,,0,-4.6,left,,,,4.6,0,0.9017728000180796,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,43,1,73,,90,4.6,right,,,,4.6,1,1.0014725999208167,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,44,1,73,,0,4.6,right,,,,-4.6,0,3.155075200018473,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,45,1,74,,90,4.6,right,,,,-4.6,1,1.1022847999120131,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,46,1,74,,0,-4.6,left,,,,-4.6,1,0.6683029000414535,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,47,1,74,,90,-4.6,left,,,,-4.6,1,0.6016549000050873,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,48,1,73,,0,-4.6,left,,,,-4.6,1,0.6016705998918042,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,49,1,73,,0,4.6,right,,,,-4.6,1,1.3688423000276089,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,50,1,73,,90,-4.6,left,,,,-4.6,1,1.70293670007959,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,51,1,72,,0,-4.6,left,,,,4.6,1,1.0021985999774188,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,52,1,72,,90,-4.6,left,,,,4.6,0,0.9685050999978557,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,53,1,73,,90,-4.6,left,,,,-4.6,1,1.6033235000213608,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,54,1,73,,90,-4.6,left,,,,-4.6,1,0.7514169999631122,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,55,1,73,,90,-4.6,left,,,,-4.6,1,0.8685095999389887,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,56,1,72,,0,-4.6,left,,,,4.6,1,0.9853459999430925,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,57,1,72,,90,-4.6,left,,,,-4.6,1,0.9019727000268176,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,58,1,72,,0,4.6,right,,,,4.6,1,0.8686406000051647,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,59,1,71,,90,-4.6,left,,,,4.6,0,0.9016342000104487,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,60,1,72,,0,4.6,right,,,,4.6,1,0.6339666000567377,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,61,1,72,,0,-4.6,left,,,,4.6,0,3.2206006000051275,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,62,1,73,,0,-4.6,left,,,,4.6,1,0.9362385999411345,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,63,1,73,,0,4.6,right,,,,4.6,1,0.9180966999847442,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,64,1,73,,0,4.6,right,,,,4.6,1,0.7683934000087902,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,65,1,72,,0,-4.6,left,,,,-4.6,1,0.6845475999871269,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,66,1,72,,0,-4.6,left,,,,-4.6,1,0.8517154000001028,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,67,1,72,,90,4.6,right,,,,-4.6,1,1.369016999960877,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,68,1,71,,0,-4.6,left,,,,4.6,1,0.7853547000559047,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,69,1,71,,0,-4.6,left,,,,4.6,0,0.8366783999372274,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,70,1,72,,0,4.6,right,,,,-4.6,1,0.8186621000058949,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,71,1,72,,90,-4.6,left,,,,-4.6,1,0.7196098000276834,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,72,1,72,,90,4.6,right,,,,-4.6,0,1.1688659999053925,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,73,1,73,,0,-4.6,left,,,,-4.6,1,0.6683248000917956,left,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,74,1,73,,90,4.6,right,,,,-4.6,1,1.169010299956426,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,75,1,73,,0,4.6,right,,,,4.6,1,0.8357140000443906,right,,,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
,,,,,,,,,,,,,,,,,Friday,83.176,001,4,2019_Mar_27_1328,Flow_endo_pre,3.0.5,59.91220464242159,
