Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,Time_pas_Ans.response,Time_pas_Ans.rt,cueExoPos,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress_2.rt,keyPress_2.rl,cueOri,Stair2.response,keyPress.rt,keyPress.rl,Session,Participant,date,expName,psychopyVersion,frameRate,
,,,,,,Friday,319.549,,,,,,,,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
0,1,81,,,,,,-4.6,0,-4.6,left,1,2.2052870199549943,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
1,1,80,,,,,,-4.6,0,4.6,right,1,1.825758813007269,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
2,1,79,,,,,,4.6,0,4.6,right,1,1.7421721900464036,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
3,1,78,,,,,,4.6,0,-4.6,left,1,1.8756579030305147,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
4,1,77,,,,,,4.6,90,4.6,right,1,1.6069704109686427,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
5,1,76,,,,,,-4.6,90,-4.6,left,1,1.65729265200207,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
6,1,75,,,,,,4.6,0,-4.6,left,1,1.6575533539871685,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
7,1,74,,,,,,4.6,90,-4.6,left,1,1.691906699037645,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
8,1,73,,,,,,-4.6,0,4.6,right,1,1.7083394000073895,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
9,1,72,,,,,,-4.6,0,-4.6,left,1,1.5579453140380792,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
10,1,71,,,,,,4.6,90,-4.6,left,1,1.5914924669777974,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
11,1,70,,,,,,-4.6,90,4.6,right,1,1.50735358602833,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
12,1,69,,,,,,4.6,0,4.6,right,1,1.5404938600258902,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
13,1,68,,,,,,-4.6,90,-4.6,left,1,1.3897791799972765,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
14,1,67,,,,,,4.6,0,4.6,right,1,2.0437812469899654,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
15,1,66,,,,,,-4.6,0,4.6,right,1,1.8425216889590956,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
16,1,65,,,,,,4.6,90,4.6,right,1,2.0257931129890494,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
17,1,65,,,,,,-4.6,0,4.6,right,1,2.4761502519831993,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
18,1,65,,,,,,-4.6,0,4.6,right,1,2.0432690790039487,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
19,1,65,,,,,,4.6,90,-4.6,left,1,1.7919595580315217,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
20,1,65,,,,,,-4.6,90,4.6,right,0,3.1951337109785527,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
21,1,66,,,,,,4.6,0,4.6,right,1,1.641614963999018,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
22,1,66,,,,,,4.6,0,-4.6,left,0,1.8751941120135598,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
23,1,67,,,,,,-4.6,90,4.6,right,1,1.6406923519680277,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
24,1,67,,,,,,4.6,0,-4.6,left,1,2.3598572820192203,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
25,1,67,,,,,,4.6,90,-4.6,left,0,1.79189408197999,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
26,1,68,,,,,,-4.6,0,4.6,right,1,1.7421301790163852,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
27,1,68,,,,,,-4.6,90,-4.6,left,1,1.691266923036892,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
28,1,68,,,,,,-4.6,90,4.6,right,1,1.6414734210120514,right,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
29,1,67,,,,,,-4.6,90,-4.6,left,1,2.1782042179838754,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
30,1,67,,,,,,-4.6,0,-4.6,left,1,1.9095276129664853,left,,,,,002,142,2019_Apr_05_1406,Flow_exo_pre,3.0.5,59.22852045836246,
