Stair.thisTrialN,Stair.stepSize,Stair.intensity,Stair2.thisTrialN,Stair2.stepSize,Stair2.intensity,cueOri,targetXOri,targetXPos,CorrectAns,Stair.response,keyPress.rt,keyPress.rl,cueExoPos,Stair2.response,keyPress_2.rt,keyPress_2.rl,Time_pas_Ans.response,Time_pas_Ans.rt,Session,Participant,date,expName,psychopyVersion,frameRate,
0,1,81,,,,0,0,-4.6,left,1,1.2672581363376594,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
1,1,80,,,,0,0,-4.6,left,1,0.8164707890009595,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
2,1,79,,,,180,90,-4.6,left,1,1.417120771624468,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
3,1,78,,,,0,0,4.6,right,1,1.116787558872602,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
4,1,77,,,,180,0,-4.6,left,1,0.5836142695761737,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
5,1,76,,,,0,90,-4.6,left,1,0.6005028855033743,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
6,1,75,,,,180,0,-4.6,left,1,0.8001278989468119,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
7,1,74,,,,0,90,-4.6,left,1,0.5337443460930444,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
8,1,73,,,,0,90,-4.6,left,1,0.6172270726247007,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
9,1,72,,,,180,0,-4.6,left,1,0.5668443090298751,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
10,1,71,,,,0,90,-4.6,left,1,0.5666078870717683,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
11,1,70,,,,180,90,-4.6,left,1,0.5000297749456877,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
12,1,69,,,,180,0,4.6,right,1,0.6336961728966344,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
13,1,68,,,,0,90,4.6,right,0,0.7842400767212894,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
14,1,69,,,,180,90,-4.6,left,1,1.033883443974446,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
15,1,69,,,,0,90,-4.6,left,1,0.6666534827354553,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
16,1,69,,,,0,90,-4.6,left,1,0.7002209567626778,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
17,1,68,,,,180,0,-4.6,left,1,1.1168151118072274,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
18,1,68,,,,0,90,4.6,right,1,0.8834693055860043,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
19,1,68,,,,180,0,4.6,right,1,1.01674640723013,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
20,1,67,,,,0,0,-4.6,left,1,0.5334510406564732,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
21,1,67,,,,0,90,4.6,right,0,1.3837848311313792,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
22,1,68,,,,180,90,4.6,right,0,0.8504213377036649,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
23,1,69,,,,180,0,4.6,right,0,1.3833479837921914,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
24,1,70,,,,0,90,-4.6,left,1,0.6174541621376193,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
25,1,70,,,,180,0,4.6,right,1,0.7333631379060535,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
26,1,70,,,,0,90,4.6,right,1,0.7164607455106307,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
27,1,69,,,,0,90,-4.6,left,1,0.9504660445627451,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
28,1,69,,,,0,90,4.6,right,1,0.8834533071076294,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
29,1,69,,,,180,0,4.6,right,1,0.6838718450771921,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
30,1,68,,,,0,90,4.6,right,0,0.5332737241888026,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
31,1,69,,,,180,90,-4.6,left,1,0.616710232893638,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
32,1,69,,,,0,0,4.6,right,1,0.7832703911717545,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
33,1,69,,,,0,90,4.6,right,1,0.684251808938825,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
34,1,68,,,,180,0,-4.6,left,1,0.6332739908293661,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
35,1,68,,,,0,0,-4.6,left,1,0.5336296903315088,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
36,1,68,,,,180,0,-4.6,left,1,0.5835284999566284,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
37,1,67,,,,0,0,-4.6,left,1,0.5167370747849418,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
38,1,67,,,,0,0,4.6,right,0,0.967197786521865,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
39,1,68,,,,180,0,4.6,right,1,1.117074642677835,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
40,1,68,,,,180,90,-4.6,left,1,1.0174854480510476,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
41,1,68,,,,180,0,4.6,right,1,0.667174766489552,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
42,1,67,,,,0,0,4.6,right,1,1.0832165296278617,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
43,1,67,,,,0,90,-4.6,left,0,1.3004834206876694,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
44,1,68,,,,0,0,4.6,right,0,0.6842002582870919,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
45,1,69,,,,0,90,-4.6,left,1,0.6169399888194675,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
46,1,69,,,,180,0,-4.6,left,1,0.8002745516650975,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
47,1,69,,,,180,90,-4.6,left,1,0.7334840152980178,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
48,1,68,,,,0,0,-4.6,left,1,0.5999100529988937,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
49,1,68,,,,180,90,-4.6,left,1,1.0833640711498447,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
50,1,68,,,,0,90,4.6,right,1,0.8334438413412499,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
51,1,67,,,,0,90,4.6,right,0,1.7330373911108836,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
52,1,68,,,,180,0,-4.6,left,1,0.6504621338235665,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
53,1,68,,,,180,0,4.6,right,1,0.8007318415047848,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
54,1,68,,,,0,90,4.6,right,1,0.6498861886020677,right,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
55,1,67,,,,0,90,-4.6,left,1,0.5332910558727235,left,,,,,,,003,24,2019_Apr_10_1614,Flow_endo_pre,3.0.5,59.912243566670774,
